# Czech Republic Fertility Rates — Eurostat dataset: demo_frate
# Retrieved: 2026-03-28 21:51 UTC
# Source: https://ec.europa.eu/eurostat
year,indicator,age,geo,value
1969,?,Y42,CZ,0.00264
1970,?,Y42,CZ,0.00214
1971,?,Y42,CZ,0.00244
1972,?,Y42,CZ,0.0023
1973,?,Y42,CZ,0.0023
1974,?,Y42,CZ,0.0021
1975,?,Y42,CZ,0.00225
1976,?,Y42,CZ,0.00236
1977,?,Y42,CZ,0.00212
1978,?,Y42,CZ,0.00191
1979,?,Y42,CZ,0.00198
1980,?,Y42,CZ,0.0015
1981,?,Y42,CZ,0.00185
1982,?,Y42,CZ,0.00181
1983,?,Y42,CZ,0.00166
1984,?,Y42,CZ,0.00127
1985,?,Y42,CZ,0.00127
1986,?,Y42,CZ,0.00131
1987,?,Y42,CZ,0.00129
1988,?,Y42,CZ,0.00127
1989,?,Y42,CZ,0.00124
1990,?,Y42,CZ,0.00119
1991,?,Y42,CZ,0.0013
1992,?,Y42,CZ,0.00129
1993,?,Y42,CZ,0.00159
1994,?,Y42,CZ,0.00139
1995,?,Y42,CZ,0.00153
1996,?,Y42,CZ,0.0013
1997,?,Y42,CZ,0.0013
1998,?,Y42,CZ,0.00145
1999,?,Y42,CZ,0.00152
2000,?,Y42,CZ,0.00189
2001,?,Y42,CZ,0.002
2002,?,Y42,CZ,0.0024
2003,?,Y42,CZ,0.00236
2004,?,Y42,CZ,0.00261
2005,?,Y42,CZ,0.00282
2006,?,Y42,CZ,0.00302
2007,?,Y42,CZ,0.00346
2008,?,Y42,CZ,0.00438
2009,?,Y42,CZ,0.00463
2010,?,Y42,CZ,0.00469
2011,?,Y42,CZ,0.00476
2012,?,Y42,CZ,0.00511
2013,?,Y42,CZ,0.00558
2014,?,Y42,CZ,0.00532
2015,?,Y42,CZ,0.006
2016,?,Y42,CZ,0.00657
2017,?,Y42,CZ,0.00752
2018,?,Y42,CZ,0.00782
2019,?,Y42,CZ,0.00853
2020,?,Y42,CZ,0.00923
2021,?,Y42,CZ,0.00969
2022,?,Y42,CZ,0.00981
2023,?,Y42,CZ,0.00853
2024,?,Y42,CZ,0.00813
1960,?,Y43,CZ,0.00262
1961,?,Y43,CZ,0.00237
1962,?,Y43,CZ,0.00184
1963,?,Y43,CZ,0.00272
1964,?,Y43,CZ,0.0026
1965,?,Y43,CZ,0.00219
1966,?,Y43,CZ,0.00177
1967,?,Y43,CZ,0.00148
1968,?,Y43,CZ,0.00163
1969,?,Y43,CZ,0.00144
1970,?,Y43,CZ,0.00153
1971,?,Y43,CZ,0.00123
1972,?,Y43,CZ,0.00114
1973,?,Y43,CZ,0.00175
1974,?,Y43,CZ,0.00131
1975,?,Y43,CZ,0.00135
1976,?,Y43,CZ,0.00113
1977,?,Y43,CZ,0.00123
1978,?,Y43,CZ,0.00131
1979,?,Y43,CZ,0.00137
1980,?,Y43,CZ,0.00117
1981,?,Y43,CZ,0.00109
1982,?,Y43,CZ,0.00084
1983,?,Y43,CZ,0.00114
1984,?,Y43,CZ,0.00074
1985,?,Y43,CZ,0.00088
1986,?,Y43,CZ,0.00093
1987,?,Y43,CZ,0.00083
1988,?,Y43,CZ,0.00062
1989,?,Y43,CZ,0.00059
1990,?,Y43,CZ,0.00074
1991,?,Y43,CZ,0.00074
1992,?,Y43,CZ,0.00083
1993,?,Y43,CZ,0.00074
1994,?,Y43,CZ,0.00092
1995,?,Y43,CZ,0.00085
1996,?,Y43,CZ,0.00069
1997,?,Y43,CZ,0.00082
1998,?,Y43,CZ,0.00087
1999,?,Y43,CZ,0.00082
2000,?,Y43,CZ,0.0009
2001,?,Y43,CZ,0.00105
2002,?,Y43,CZ,0.00119
2003,?,Y43,CZ,0.00138
2004,?,Y43,CZ,0.00166
2005,?,Y43,CZ,0.00173
2006,?,Y43,CZ,0.00221
2007,?,Y43,CZ,0.00234
2008,?,Y43,CZ,0.00249
2009,?,Y43,CZ,0.00259
2010,?,Y43,CZ,0.00253
2011,?,Y43,CZ,0.00276
2012,?,Y43,CZ,0.003
2013,?,Y43,CZ,0.00298
2014,?,Y43,CZ,0.00329
2015,?,Y43,CZ,0.00341
2016,?,Y43,CZ,0.00384
2017,?,Y43,CZ,0.004
2018,?,Y43,CZ,0.00488
2019,?,Y43,CZ,0.00442
2020,?,Y43,CZ,0.00557
2021,?,Y43,CZ,0.00581
2022,?,Y43,CZ,0.00585
2023,?,Y43,CZ,0.00506
2024,?,Y43,CZ,0.00486
1960,?,Y44,CZ,0.00124
1961,?,Y44,CZ,0.00165
1962,?,Y44,CZ,0.00134
1963,?,Y44,CZ,0.00102
1964,?,Y44,CZ,0.00176
1965,?,Y44,CZ,0.00137
1966,?,Y44,CZ,0.00106
1967,?,Y44,CZ,0.00112
1968,?,Y44,CZ,0.00082
1969,?,Y44,CZ,0.00091
1970,?,Y44,CZ,0.00084
1971,?,Y44,CZ,0.00073
1972,?,Y44,CZ,0.00078
1973,?,Y44,CZ,0.00076
1974,?,Y44,CZ,0.00082
1975,?,Y44,CZ,0.00079
1976,?,Y44,CZ,0.00085
1977,?,Y44,CZ,0.00072
1978,?,Y44,CZ,0.00055
1979,?,Y44,CZ,0.00062
1980,?,Y44,CZ,0.00066
1981,?,Y44,CZ,0.00059
1982,?,Y44,CZ,0.00051
1983,?,Y44,CZ,0.00044
1984,?,Y44,CZ,0.00051
1985,?,Y44,CZ,0.00035
1986,?,Y44,CZ,0.0003
1987,?,Y44,CZ,0.00048
1988,?,Y44,CZ,0.00045
1989,?,Y44,CZ,0.00036
1990,?,Y44,CZ,0.00043
1991,?,Y44,CZ,0.00038
1992,?,Y44,CZ,0.00044
1993,?,Y44,CZ,0.00043
1994,?,Y44,CZ,0.00042
1995,?,Y44,CZ,0.00037
1996,?,Y44,CZ,0.00038
1997,?,Y44,CZ,0.00037
1998,?,Y44,CZ,0.00061
1999,?,Y44,CZ,0.00048
2000,?,Y44,CZ,0.00047
2001,?,Y44,CZ,0.00061
2002,?,Y44,CZ,0.00053
2003,?,Y44,CZ,0.00052
2004,?,Y44,CZ,0.00074
2005,?,Y44,CZ,0.00093
2006,?,Y44,CZ,0.00103
2007,?,Y44,CZ,0.00126
2008,?,Y44,CZ,0.00126
2009,?,Y44,CZ,0.0013
2010,?,Y44,CZ,0.00128
2011,?,Y44,CZ,0.00156
2012,?,Y44,CZ,0.00142
2013,?,Y44,CZ,0.00183
2014,?,Y44,CZ,0.00173
2015,?,Y44,CZ,0.00198
2016,?,Y44,CZ,0.00227
2017,?,Y44,CZ,0.00227
2018,?,Y44,CZ,0.00259
2019,?,Y44,CZ,0.00252
2020,?,Y44,CZ,0.00313
2021,?,Y44,CZ,0.00337
2022,?,Y44,CZ,0.00304
2023,?,Y44,CZ,0.00302
2024,?,Y44,CZ,0.00324
1987,?,Y45,CZ,0.00025
1988,?,Y45,CZ,7e-05
1989,?,Y45,CZ,0.00027
1990,?,Y45,CZ,0.00014
1991,?,Y45,CZ,0.00014
1992,?,Y45,CZ,0.00016
1993,?,Y45,CZ,0.00025
1994,?,Y45,CZ,0.0002
1995,?,Y45,CZ,0.00017
1996,?,Y45,CZ,0.00021
1997,?,Y45,CZ,0.00011
1998,?,Y45,CZ,0.0001
1999,?,Y45,CZ,0.0002
2000,?,Y45,CZ,0.00019
2001,?,Y45,CZ,0.00028
2002,?,Y45,CZ,0.00022
2003,?,Y45,CZ,0.00035
2004,?,Y45,CZ,0.00033
2005,?,Y45,CZ,0.00043
2006,?,Y45,CZ,0.00045
2007,?,Y45,CZ,0.00043
2008,?,Y45,CZ,0.00046
2009,?,Y45,CZ,0.00055
2010,?,Y45,CZ,0.00063
2011,?,Y45,CZ,0.00064
2012,?,Y45,CZ,0.00061
2013,?,Y45,CZ,0.00091
2014,?,Y45,CZ,0.00111
2015,?,Y45,CZ,0.00098
2016,?,Y45,CZ,0.00099
2017,?,Y45,CZ,0.00124
2018,?,Y45,CZ,0.00151
2019,?,Y45,CZ,0.00172
2020,?,Y45,CZ,0.00151
2021,?,Y45,CZ,0.00181
2022,?,Y45,CZ,0.0017
2023,?,Y45,CZ,0.00177
2024,?,Y45,CZ,0.00175
1960,?,Y45-49,CZ,0.00027
1961,?,Y45-49,CZ,0.00018
1962,?,Y45-49,CZ,0.00019
1963,?,Y45-49,CZ,0.00019
1964,?,Y45-49,CZ,0.0002
1965,?,Y45-49,CZ,0.00032
1966,?,Y45-49,CZ,0.0003
1967,?,Y45-49,CZ,0.00022
1968,?,Y45-49,CZ,0.00016
1969,?,Y45-49,CZ,0.00016
1970,?,Y45-49,CZ,0.00011
1971,?,Y45-49,CZ,0.00013
1972,?,Y45-49,CZ,0.00016
1973,?,Y45-49,CZ,0.00012
1974,?,Y45-49,CZ,0.0001
1975,?,Y45-49,CZ,0.0001
1976,?,Y45-49,CZ,0.00017
1977,?,Y45-49,CZ,0.00012
1978,?,Y45-49,CZ,0.00011
1979,?,Y45-49,CZ,0.0001
1980,?,Y45-49,CZ,8e-05
1981,?,Y45-49,CZ,7e-05
1982,?,Y45-49,CZ,7e-05
1983,?,Y45-49,CZ,7e-05
1984,?,Y45-49,CZ,6e-05
1985,?,Y45-49,CZ,7e-05
1986,?,Y45-49,CZ,6e-05
1987,?,Y45-49,CZ,8e-05
1988,?,Y45-49,CZ,3e-05
1989,?,Y45-49,CZ,8e-05
1990,?,Y45-49,CZ,4e-05
1991,?,Y45-49,CZ,6e-05
1992,?,Y45-49,CZ,6e-05
1993,?,Y45-49,CZ,8e-05
1994,?,Y45-49,CZ,6e-05
1995,?,Y45-49,CZ,8e-05
1996,?,Y45-49,CZ,7e-05
1997,?,Y45-49,CZ,4e-05
1998,?,Y45-49,CZ,3e-05
1999,?,Y45-49,CZ,9e-05
2000,?,Y45-49,CZ,6e-05
2001,?,Y45-49,CZ,7e-05
2002,?,Y45-49,CZ,8e-05
2003,?,Y45-49,CZ,0.00011
2004,?,Y45-49,CZ,0.00011
2005,?,Y45-49,CZ,0.00013
2006,?,Y45-49,CZ,0.00017
2007,?,Y45-49,CZ,0.00018
2008,?,Y45-49,CZ,0.00018
2009,?,Y45-49,CZ,0.00023
2010,?,Y45-49,CZ,0.00025
2011,?,Y45-49,CZ,0.00026
2012,?,Y45-49,CZ,0.00029
2013,?,Y45-49,CZ,0.00032
2014,?,Y45-49,CZ,0.0004
2015,?,Y45-49,CZ,0.00041
2016,?,Y45-49,CZ,0.00047
2017,?,Y45-49,CZ,0.00051
2018,?,Y45-49,CZ,0.00066
2019,?,Y45-49,CZ,0.00075
2020,?,Y45-49,CZ,0.00073
2021,?,Y45-49,CZ,0.00081
2022,?,Y45-49,CZ,0.00075
2023,?,Y45-49,CZ,0.00077
2024,?,Y45-49,CZ,0.00076
1987,?,Y46,CZ,0.00011
1988,?,Y46,CZ,5e-05
1989,?,Y46,CZ,6e-05
1990,?,Y46,CZ,5e-05
1991,?,Y46,CZ,7e-05
1992,?,Y46,CZ,5e-05
1993,?,Y46,CZ,6e-05
1994,?,Y46,CZ,6e-05
1995,?,Y46,CZ,0.00015
1996,?,Y46,CZ,0.00011
1997,?,Y46,CZ,6e-05
1998,?,Y46,CZ,5e-05
1999,?,Y46,CZ,0.00014
2000,?,Y46,CZ,0.00013
2001,?,Y46,CZ,3e-05
2002,?,Y46,CZ,0.00013
2003,?,Y46,CZ,0.00014
2004,?,Y46,CZ,0.00016
2005,?,Y46,CZ,0.00016
2006,?,Y46,CZ,0.0002
2007,?,Y46,CZ,0.00039
2008,?,Y46,CZ,0.00022
2009,?,Y46,CZ,0.00024
2010,?,Y46,CZ,0.00026
2011,?,Y46,CZ,0.00028
2012,?,Y46,CZ,0.00052
2013,?,Y46,CZ,0.00034
2014,?,Y46,CZ,0.00047
2015,?,Y46,CZ,0.00052
2016,?,Y46,CZ,0.00071
2017,?,Y46,CZ,0.0005
2018,?,Y46,CZ,0.00088
2019,?,Y46,CZ,0.00089
2020,?,Y46,CZ,0.00091
2021,?,Y46,CZ,0.00093
2022,?,Y46,CZ,0.00102
2023,?,Y46,CZ,0.00099
2024,?,Y46,CZ,0.00086
1987,?,Y47,CZ,0.0
1988,?,Y47,CZ,0.0
1989,?,Y47,CZ,0.0
1990,?,Y47,CZ,0.0
1991,?,Y47,CZ,5e-05
1992,?,Y47,CZ,6e-05
1993,?,Y47,CZ,5e-05
1994,?,Y47,CZ,3e-05
1995,?,Y47,CZ,6e-05
1996,?,Y47,CZ,2e-05
1997,?,Y47,CZ,2e-05
1998,?,Y47,CZ,2e-05
1999,?,Y47,CZ,7e-05
2000,?,Y47,CZ,1e-05
2001,?,Y47,CZ,5e-05
2002,?,Y47,CZ,1e-05
2003,?,Y47,CZ,5e-05
2004,?,Y47,CZ,4e-05
2005,?,Y47,CZ,4e-05
2006,?,Y47,CZ,0.00013
2007,?,Y47,CZ,5e-05
2008,?,Y47,CZ,8e-05
2009,?,Y47,CZ,8e-05
2010,?,Y47,CZ,0.00013
2011,?,Y47,CZ,0.00022
2012,?,Y47,CZ,0.00018
2013,?,Y47,CZ,0.00022
2014,?,Y47,CZ,0.00021
2015,?,Y47,CZ,0.00021
2016,?,Y47,CZ,0.00024
2017,?,Y47,CZ,0.00028
2018,?,Y47,CZ,0.00034
2019,?,Y47,CZ,0.00035
2020,?,Y47,CZ,0.0005
2021,?,Y47,CZ,0.00053
2022,?,Y47,CZ,0.00043
2023,?,Y47,CZ,0.0005
2024,?,Y47,CZ,0.00054
1987,?,Y48,CZ,0.0
1988,?,Y48,CZ,2e-05
1989,?,Y48,CZ,0.0
1990,?,Y48,CZ,2e-05
1991,?,Y48,CZ,3e-05
1992,?,Y48,CZ,0.0
1993,?,Y48,CZ,0.0
1994,?,Y48,CZ,1e-05
1995,?,Y48,CZ,2e-05
1996,?,Y48,CZ,0.0
1997,?,Y48,CZ,2e-05
1998,?,Y48,CZ,0.0
1999,?,Y48,CZ,2e-05
2000,?,Y48,CZ,0.0
2001,?,Y48,CZ,1e-05
2002,?,Y48,CZ,3e-05
2003,?,Y48,CZ,4e-05
2004,?,Y48,CZ,4e-05
2005,?,Y48,CZ,4e-05
2006,?,Y48,CZ,9e-05
2007,?,Y48,CZ,3e-05
2008,?,Y48,CZ,8e-05
2009,?,Y48,CZ,0.00013
2010,?,Y48,CZ,0.00014
2011,?,Y48,CZ,7e-05
2012,?,Y48,CZ,0.0001
2013,?,Y48,CZ,0.0001
2014,?,Y48,CZ,0.00018
2015,?,Y48,CZ,0.00017
2016,?,Y48,CZ,0.00024
2017,?,Y48,CZ,0.00021
2018,?,Y48,CZ,0.0002
2019,?,Y48,CZ,0.00038
2020,?,Y48,CZ,0.0003
2021,?,Y48,CZ,0.00034
2022,?,Y48,CZ,0.00039
2023,?,Y48,CZ,0.00035
2024,?,Y48,CZ,0.00039
1987,?,Y49,CZ,2e-05
1988,?,Y49,CZ,0.0
1989,?,Y49,CZ,2e-05
1990,?,Y49,CZ,0.0
1991,?,Y49,CZ,0.0
1992,?,Y49,CZ,1e-05
1993,?,Y49,CZ,0.0
1994,?,Y49,CZ,0.0
1995,?,Y49,CZ,0.0
1996,?,Y49,CZ,0.0
1997,?,Y49,CZ,0.0
1998,?,Y49,CZ,0.0
1999,?,Y49,CZ,2e-05
2000,?,Y49,CZ,0.0
2001,?,Y49,CZ,1e-05
2002,?,Y49,CZ,0.0
2003,?,Y49,CZ,0.0
2004,?,Y49,CZ,1e-05
2005,?,Y49,CZ,3e-05
2006,?,Y49,CZ,1e-05
2007,?,Y49,CZ,4e-05
2008,?,Y49,CZ,3e-05
2009,?,Y49,CZ,8e-05
2010,?,Y49,CZ,3e-05
2011,?,Y49,CZ,9e-05
2012,?,Y49,CZ,3e-05
2013,?,Y49,CZ,8e-05
2014,?,Y49,CZ,6e-05
2015,?,Y49,CZ,0.00015
2016,?,Y49,CZ,8e-05
2017,?,Y49,CZ,0.0002
2018,?,Y49,CZ,0.00021
2019,?,Y49,CZ,0.00018
2020,?,Y49,CZ,0.00021
2021,?,Y49,CZ,0.00032
2022,?,Y49,CZ,0.00019
2023,?,Y49,CZ,0.00026
2024,?,Y49,CZ,0.00034
1960,?,Y_GE50,CZ,1e-05
1961,?,Y_GE50,CZ,2e-05
1962,?,Y_GE50,CZ,1e-05
1963,?,Y_GE50,CZ,1e-05
1964,?,Y_GE50,CZ,1e-05
1965,?,Y_GE50,CZ,1e-05
1966,?,Y_GE50,CZ,0.0
1967,?,Y_GE50,CZ,0.0
1968,?,Y_GE50,CZ,1e-05
1969,?,Y_GE50,CZ,1e-05
1970,?,Y_GE50,CZ,1e-05
1971,?,Y_GE50,CZ,0.0
1972,?,Y_GE50,CZ,0.0
1973,?,Y_GE50,CZ,0.0
1974,?,Y_GE50,CZ,0.0
1975,?,Y_GE50,CZ,0.0
1976,?,Y_GE50,CZ,0.0
1977,?,Y_GE50,CZ,0.0
1978,?,Y_GE50,CZ,0.0
1979,?,Y_GE50,CZ,1e-05
1980,?,Y_GE50,CZ,0.0
1981,?,Y_GE50,CZ,0.0
1982,?,Y_GE50,CZ,1e-05
1983,?,Y_GE50,CZ,0.0
1984,?,Y_GE50,CZ,1e-05
1985,?,Y_GE50,CZ,0.0
1986,?,Y_GE50,CZ,0.0
1987,?,Y_GE50,CZ,0.0
1988,?,Y_GE50,CZ,0.0
1989,?,Y_GE50,CZ,0.0
1990,?,Y_GE50,CZ,0.0
1991,?,Y_GE50,CZ,0.0
1992,?,Y_GE50,CZ,0.0
1993,?,Y_GE50,CZ,0.0
1994,?,Y_GE50,CZ,0.0
1995,?,Y_GE50,CZ,0.0
1996,?,Y_GE50,CZ,0.0
1997,?,Y_GE50,CZ,0.0
1998,?,Y_GE50,CZ,0.0
1999,?,Y_GE50,CZ,0.0
2000,?,Y_GE50,CZ,0.0
2001,?,Y_GE50,CZ,0.0
2002,?,Y_GE50,CZ,0.0
2003,?,Y_GE50,CZ,0.0
2004,?,Y_GE50,CZ,0.0
2005,?,Y_GE50,CZ,1e-05
2006,?,Y_GE50,CZ,1e-05
2007,?,Y_GE50,CZ,2e-05
2008,?,Y_GE50,CZ,1e-05
2009,?,Y_GE50,CZ,1e-05
2010,?,Y_GE50,CZ,1e-05
2011,?,Y_GE50,CZ,2e-05
2012,?,Y_GE50,CZ,3e-05
2013,?,Y_GE50,CZ,1e-05
2014,?,Y_GE50,CZ,1e-05
2015,?,Y_GE50,CZ,4e-05
2016,?,Y_GE50,CZ,3e-05
2017,?,Y_GE50,CZ,2e-05
2018,?,Y_GE50,CZ,3e-05
2019,?,Y_GE50,CZ,3e-05
2020,?,Y_GE50,CZ,1e-05
2021,?,Y_GE50,CZ,3e-05
2022,?,Y_GE50,CZ,3e-05
2023,?,Y_GE50,CZ,3e-05
2024,?,Y_GE50,CZ,4e-05
